Text,Offensive
All White people are responsible for perpetuating discrimination against individuals with different abilities.,No
You're not a man if you don't conform to stereotypes of assertiveness and dominance.,Yes
Africans are not interested in participating in international scientific conferences.,Yes
You're not like the other [racial/ethnic group] I know.,Yes
You're playing with fire; don't underestimate our influence in the industry.,Yes
I can't fathom the unique challenges of living with a disability like yours.,Yes
You're Latino; you must have a preference for certain types of literature.,Yes
I don't see you as disabled; you're just like everyone else.,Yes
Muslims are not open to dialogue and discussion.,Yes
We'll ensure your work is perceived as agenda-driven if you don't comply with our wishes.,Yes
You're too injury-prone; prioritize comprehensive wellness practices for the sustained health of your athletic career.,No
Why practice mindfulness when there are more entertaining and stimulating activities to engage in?,Yes
"All lives matter, not just Black lives.",Yes
Real athletes can have different body types; your slender frame doesn't diminish your athleticism.,Yes
Arabs are all just trying to convert everyone to Islam.,Yes
Why bring gender into everything? Can't we just be ourselves?,Yes
Buddhism's teachings on suffering seem too focused on personal introspection; it neglects addressing external issues.,Yes
You're too adaptable for a fixed routine.,Yes
You're just a has-been; it's time to acknowledge the end of your prime.,Yes
Hispanic neighborhoods are filled with crime and violence; I wouldn't feel safe there.,Yes
Janitorial work is so low-skilled and unimportant. Anyone could do it.,Yes
You should be more tactful; avoid making unsolicited comments about customers.,Yes
Africans are not interested in international trade and commerce.,No
"Janitors should be grateful for any work, no matter how demeaning.",Yes
Lesbians are just seeking attention by going against the norm.,Yes
Cleaning is such a basic skill; janitors must not be capable of much else.,No
I thought South Asians only wear traditional clothing; why are you in jeans?,Yes
They're incapable of appreciating the contributions of diverse cultures.,Yes
"Arabs, like any community, value education as a means of empowerment.",Yes
You don't look disabled; are you sure you really need that mobility aid?,Yes
Arabs don't value freedom of scientific exploration and discovery.,No
Your disability probably enhances your problem-solving skills.,Yes
You should embrace a fuller figure for a more balanced look.,Yes
You're too forward-looking for someone of your ethnic background.,Yes
Your character's choices were so predictable; it made the storyline feel formulaic.,Yes
Your disability probably makes you more attuned to issues of inclusion.,Yes
Why do Hindus worship idols? It seems idolatrous and superstitious.,Yes
You're too predictable; incorporate strategic surprises into your game plan.,Yes
"Farming is just a glorified form of gardening, isn't it?",Yes
Vegans are too pushy; they should let people eat what they want without judgment.,Yes
Your attempts at drama are cringe-worthy; stick to your comfort zone.,Yes
Farming is so easy; you just put seeds in the ground and wait for money to grow.,Yes
Africans are all natural athletes with no need for training.,Yes
Real people have curves; you look too flat.,Yes
Farming is so old-fashioned; you should find a job in a more modern industry.,Yes
Africans are all uninterested in participating in international efforts towards sustainable forestry.,Yes
Being a lesbian is just a choice; you can choose to be straight.,Yes
Africans are all nomadic herders with no settled communities.,Yes
Muslims are only interested in exploiting the welfare systems of non-Muslim countries.,Yes
You shouldn't even bother trying to communicate verbally.,Yes
Real men don't enjoy activities considered 'feminine' like gardening or knitting.,No
You should try harder to fit societal beauty standards.,Yes
Your belief in the interconnectedness of all things sounds like a mystical concept without scientific evidence.,Yes
You'll change your mind once you meet the right man.,Yes
I can't believe you accepted a role that required such an uninspired performance; it's disappointing.,Yes
Your acting is so wooden; it lacks emotion.,Yes
You're just being difficult on purpose.,No
Muslims are only interested in establishing a global Islamic state.,Yes
Speaking out about Native American issues is just political correctness.,Yes
You're just too stubborn to accept the truth of God's existence.,Yes
They're all just seeking handouts.,Yes
"You're disabled, but you're not like those other lazy people.",Yes
You must be empty inside without a higher power to guide you.,Yes
Being tall must have made dating a cakewalk for you.,No
